Age,Gender,Education Level,Job Title,Years of Experience,Company Tier,Salary
27,Female,Bachelors,Lawyer,3,MNC,2758888
41,Female,High School,Data Scientist,20,Mid-size,1377995
30,Female,Masters,Doctor,9,Startup,4547159
31,Female,High School,Accountant,10,Mid-size,916252
47,Female,Bachelors,Accountant,25,Startup,1954652
25,Female,PhD,Software Engineer,4,Mid-size,1232641
34,Female,PhD,Data Scientist,10,Startup,3320741
25,Female,PhD,Doctor,1,MNC,4641964
32,Male,Masters,Teacher,8,Startup,1181652
33,Male,High School,Lawyer,10,MNC,2741334
47,Female,High School,Data Scientist,23,MNC,2184659
46,Female,High School,Lawyer,22,MNC,4339357
52,Male,High School,Data Scientist,31,MNC,2987015
36,Female,High School,Data Scientist,13,Startup,1359303
33,Female,High School,Data Scientist,12,MNC,1768101
35,Male,PhD,Doctor,12,MNC,9064663
52,Female,PhD,Doctor,31,Mid-size,13952246
46,Female,Masters,Data Scientist,23,Mid-size,2526959
59,Female,Bachelors,Lawyer,35,Startup,7130026
58,Female,High School,Accountant,35,Mid-size,2000933
38,Female,Masters,Doctor,14,Startup,6526790
33,Female,High School,Accountant,9,MNC,1314288
29,Female,High School,Accountant,6,Mid-size,972009
50,Male,Bachelors,Data Scientist,28,Mid-size,3185534
59,Female,High School,Teacher,37,MNC,1514659
47,Female,High School,Teacher,24,MNC,1111177
38,Female,PhD,Doctor,15,MNC,7397308
33,Male,Bachelors,Teacher,9,Startup,804341
53,Male,High School,Doctor,31,Mid-size,5879362
56,Male,High School,Data Scientist,34,Startup,2140927
26,Male,Bachelors,Lawyer,4,MNC,2789522
47,Male,High School,Lawyer,23,Mid-size,3642194
33,Male,Masters,Doctor,12,Startup,6219801
26,Male,High School,Teacher,3,Mid-size,440638
29,Female,High School,Lawyer,6,MNC,2345864
58,Female,Bachelors,Data Scientist,36,MNC,3554334
55,Female,Bachelors,Software Engineer,33,Startup,2258569
28,Male,PhD,Doctor,6,MNC,7197305
59,Male,PhD,Accountant,35,Mid-size,3725715
51,Female,Bachelors,Software Engineer,30,Startup,2120411
39,Male,Masters,Data Scientist,18,Mid-size,2718714
57,Female,Masters,Accountant,34,Startup,3675952
59,Male,Bachelors,Data Scientist,37,MNC,4703552
33,Female,Masters,Doctor,12,Startup,6254271
40,Female,PhD,Teacher,17,MNC,1580913
39,Female,PhD,Accountant,15,Mid-size,1920967
33,Female,PhD,Doctor,12,Startup,4852132
22,Female,Masters,Lawyer,1,Startup,1938029
38,Male,PhD,Software Engineer,17,Startup,2321154
33,Female,High School,Teacher,10,Startup,705796
34,Male,PhD,Doctor,11,Startup,7093653
45,Female,Bachelors,Lawyer,21,Mid-size,4602992
36,Male,Masters,Teacher,15,Mid-size,1052446
32,Male,High School,Accountant,11,MNC,1434053
34,Female,Bachelors,Lawyer,13,Startup,3282624
34,Male,High School,Teacher,13,Startup,818959
45,Male,High School,Doctor,23,Mid-size,4367492
50,Female,Masters,Accountant,27,Mid-size,2662769
27,Male,PhD,Teacher,6,Mid-size,1051288
51,Female,Bachelors,Teacher,28,MNC,1565265
31,Male,Bachelors,Teacher,7,Startup,692750
58,Male,Masters,Software Engineer,34,MNC,2867369
35,Female,PhD,Teacher,12,Mid-size,1255094
50,Male,Masters,Accountant,26,MNC,2921051
43,Male,Bachelors,Doctor,22,Mid-size,5658596
42,Female,High School,Software Engineer,21,Startup,1171303
47,Female,PhD,Data Scientist,24,Startup,3554419
57,Male,High School,Doctor,36,MNC,7311522
37,Female,Masters,Software Engineer,13,MNC,1520064
45,Female,Bachelors,Software Engineer,22,Startup,1594908
39,Male,Masters,Teacher,17,MNC,1060683
54,Male,High School,Teacher,33,Mid-size,1152698
35,Female,Masters,Lawyer,11,Startup,4647661
51,Female,High School,Teacher,28,Startup,896500
49,Female,Masters,Data Scientist,25,Mid-size,3479178
42,Female,High School,Software Engineer,21,MNC,1663473
31,Male,Bachelors,Lawyer,8,Mid-size,2844618
48,Female,Bachelors,Doctor,26,Startup,5615386
22,Female,High School,Accountant,0,Mid-size,762053
46,Male,Bachelors,Software Engineer,25,MNC,2050294
45,Female,Masters,Teacher,21,Startup,1761300
56,Male,Bachelors,Lawyer,34,Startup,5287334
33,Male,Bachelors,Doctor,11,Mid-size,4719095
57,Male,Bachelors,Teacher,33,Mid-size,1559738
45,Male,Bachelors,Teacher,24,Mid-size,1334109
31,Female,Bachelors,Lawyer,7,Startup,2263960
52,Male,Bachelors,Teacher,30,Startup,1405151
36,Male,Masters,Data Scientist,15,MNC,3318012
28,Female,PhD,Data Scientist,5,Mid-size,2356147
45,Female,Masters,Accountant,23,Startup,1880415
47,Male,PhD,Accountant,24,MNC,3801169
32,Female,Masters,Software Engineer,11,Startup,1289926
23,Female,Masters,Lawyer,2,MNC,3012589
45,Female,Masters,Lawyer,21,MNC,5586504
39,Male,PhD,Data Scientist,18,Startup,3232689
35,Female,High School,Software Engineer,11,Mid-size,946941
47,Female,Masters,Teacher,25,Mid-size,1634765
32,Male,High School,Data Scientist,9,MNC,1601618
38,Female,Masters,Doctor,16,Startup,3910209
50,Male,PhD,Doctor,27,Startup,10755131
35,Female,Bachelors,Software Engineer,11,Startup,1446772
53,Female,Masters,Software Engineer,31,Startup,3083414
23,Male,Bachelors,Lawyer,2,MNC,2807873
48,Female,Bachelors,Doctor,27,Mid-size,6371202
22,Female,PhD,Data Scientist,1,MNC,1922329
25,Male,Masters,Teacher,4,Startup,680898
33,Female,High School,Lawyer,11,Mid-size,2587748
40,Male,High School,Doctor,16,Mid-size,3500194
26,Female,High School,Teacher,2,Mid-size,471595
38,Male,Bachelors,Data Scientist,14,Startup,1858637
54,Male,Bachelors,Lawyer,32,Startup,6057614
39,Male,High School,Teacher,16,Startup,802348
25,Male,High School,Data Scientist,4,Startup,1124341
39,Female,High School,Data Scientist,18,Mid-size,1914234
31,Female,PhD,Doctor,10,Startup,6511556
36,Male,Bachelors,Software Engineer,13,Mid-size,1141965
43,Female,PhD,Data Scientist,19,Mid-size,3470040
44,Male,Bachelors,Software Engineer,20,MNC,2042931
55,Female,High School,Data Scientist,32,Startup,2212562
54,Female,Masters,Data Scientist,31,MNC,4347388
55,Female,Bachelors,Lawyer,34,Startup,8404107
57,Male,Masters,Software Engineer,33,Startup,2237640
57,Female,PhD,Teacher,33,Mid-size,2435429
37,Male,Masters,Doctor,15,Mid-size,6311183
59,Male,Masters,Lawyer,37,Mid-size,7039212
22,Male,Masters,Lawyer,0,MNC,3280229
41,Female,Bachelors,Doctor,19,Mid-size,5692424
31,Male,PhD,Teacher,9,Mid-size,1264799
49,Male,Masters,Software Engineer,26,Startup,3287733
53,Male,Bachelors,Teacher,30,Startup,1737778
38,Male,PhD,Data Scientist,15,MNC,3985959
27,Female,Masters,Data Scientist,5,MNC,1929366
30,Male,Masters,Doctor,8,Startup,3987248
46,Male,Bachelors,Doctor,23,Mid-size,6997402
31,Male,High School,Data Scientist,9,Mid-size,1348616
23,Male,PhD,Teacher,0,Startup,713399
29,Male,Masters,Software Engineer,5,MNC,1529083
29,Male,High School,Teacher,7,Mid-size,514653
41,Female,High School,Doctor,17,MNC,3402769
27,Female,High School,Accountant,5,MNC,1143119
38,Male,Bachelors,Software Engineer,15,MNC,1523848
51,Male,Bachelors,Software Engineer,30,MNC,2731734
47,Female,Bachelors,Lawyer,23,Mid-size,3907065
44,Male,Bachelors,Software Engineer,21,Startup,1337663
37,Female,Masters,Lawyer,16,MNC,5326144
34,Male,High School,Software Engineer,11,Startup,855435
29,Female,High School,Data Scientist,6,Startup,903706
53,Male,PhD,Accountant,31,Mid-size,4188425
22,Female,High School,Software Engineer,1,Mid-size,557995
31,Female,Masters,Doctor,8,MNC,4662609
23,Female,Bachelors,Software Engineer,0,Mid-size,738698
39,Male,PhD,Lawyer,15,Startup,4217584
52,Female,Masters,Software Engineer,30,Startup,2402431
39,Male,Bachelors,Teacher,17,Mid-size,1088455
29,Male,Masters,Data Scientist,5,Startup,2049411
43,Male,PhD,Data Scientist,22,Mid-size,4075601
30,Female,Bachelors,Doctor,8,Startup,3299847
29,Male,Masters,Doctor,5,Startup,3914614
51,Female,High School,Doctor,27,Mid-size,5031166
41,Female,Bachelors,Lawyer,17,Mid-size,3557650
30,Female,PhD,Software Engineer,6,MNC,2162113
47,Female,Masters,Doctor,25,Startup,8876182
40,Male,Masters,Teacher,16,Mid-size,1251281
49,Male,Masters,Accountant,28,Startup,3181405
34,Male,Bachelors,Accountant,12,MNC,2318716
41,Female,High School,Teacher,18,MNC,1046863
51,Female,High School,Accountant,29,Mid-size,1805243
37,Female,PhD,Teacher,15,MNC,1720568
24,Male,High School,Accountant,3,Startup,758772
37,Female,PhD,Teacher,14,Startup,1817427
54,Female,PhD,Data Scientist,32,MNC,6283426
49,Male,High School,Accountant,27,Startup,2060210
36,Male,PhD,Data Scientist,13,MNC,4562072
32,Female,High School,Lawyer,11,MNC,3077554
45,Male,Masters,Doctor,24,Mid-size,8874235
54,Female,Masters,Accountant,30,Mid-size,2306341
44,Female,High School,Teacher,23,MNC,775011
37,Female,PhD,Doctor,15,Mid-size,6391839
59,Male,High School,Lawyer,37,Mid-size,5216998
39,Male,Bachelors,Accountant,16,Mid-size,1890906
22,Male,High School,Software Engineer,0,Startup,514167
26,Female,High School,Accountant,3,MNC,1046144
36,Male,High School,Accountant,13,Mid-size,1268821
30,Male,Bachelors,Software Engineer,8,MNC,1198322
44,Male,PhD,Lawyer,21,Mid-size,6929402
57,Female,PhD,Teacher,36,MNC,2851378
34,Male,Bachelors,Accountant,10,Startup,1226189
25,Male,PhD,Lawyer,4,Mid-size,3888394
32,Female,Masters,Accountant,8,Startup,1360235
32,Male,Bachelors,Accountant,8,MNC,1488079
53,Male,Bachelors,Teacher,32,Startup,1417735
29,Male,High School,Doctor,8,MNC,3683989
44,Male,Bachelors,Doctor,23,Startup,5003690
54,Female,High School,Data Scientist,32,Mid-size,2482103
46,Female,High School,Accountant,22,MNC,1815668
36,Male,Bachelors,Doctor,13,MNC,4725887
31,Female,Bachelors,Software Engineer,8,Mid-size,1038951
44,Female,Masters,Data Scientist,20,MNC,3369659
53,Female,Masters,Lawyer,29,Mid-size,4115501
40,Male,Masters,Software Engineer,16,MNC,2720601
43,Female,High School,Lawyer,20,Mid-size,3351523
22,Male,PhD,Data Scientist,1,Startup,1663324
58,Male,Masters,Accountant,36,Startup,3893506
27,Male,High School,Accountant,3,MNC,790684
31,Female,PhD,Accountant,9,Mid-size,2222911
51,Female,PhD,Accountant,30,Mid-size,3976360
36,Male,PhD,Accountant,15,Mid-size,2790000
25,Female,High School,Data Scientist,2,Mid-size,926353
49,Female,Bachelors,Accountant,26,Startup,2482435
47,Female,PhD,Data Scientist,25,Startup,3416067
39,Male,PhD,Teacher,16,Startup,1730809
51,Male,PhD,Doctor,28,Startup,13190540
42,Male,High School,Lawyer,18,Mid-size,3057678
56,Male,PhD,Doctor,33,Startup,11264562
42,Female,High School,Doctor,21,Mid-size,3929650
49,Female,Bachelors,Accountant,26,Startup,2256809
36,Male,PhD,Accountant,14,Startup,1816425
27,Female,PhD,Teacher,3,MNC,1020525
59,Female,High School,Teacher,37,MNC,1633300
30,Female,High School,Accountant,6,MNC,979409
45,Male,PhD,Teacher,24,MNC,2430174
40,Male,Masters,Data Scientist,19,Mid-size,2901116
47,Female,High School,Lawyer,26,MNC,3731495
38,Male,Masters,Lawyer,14,Startup,4776683
50,Male,Bachelors,Data Scientist,26,Startup,2416981
27,Male,PhD,Lawyer,5,Startup,4292500
24,Male,High School,Lawyer,1,MNC,1704296
36,Male,Masters,Accountant,12,Mid-size,1716498
47,Male,Masters,Lawyer,24,Startup,4683085
40,Male,PhD,Lawyer,18,Startup,3412377
40,Female,Masters,Doctor,17,Startup,6233116
55,Female,Masters,Accountant,34,Startup,3369841
48,Female,Masters,Teacher,25,MNC,1666186
36,Male,Masters,Accountant,14,Startup,1828326
47,Male,PhD,Software Engineer,25,Startup,3140351
25,Female,Bachelors,Teacher,4,MNC,746831
37,Male,Bachelors,Accountant,16,Startup,1551290
30,Female,PhD,Lawyer,7,Startup,3037992
24,Female,Masters,Lawyer,2,Mid-size,2646426
36,Male,Bachelors,Data Scientist,14,MNC,2234694
48,Female,Bachelors,Teacher,27,Startup,1224663
36,Male,Bachelors,Lawyer,14,Mid-size,3045597
22,Female,Masters,Doctor,0,Startup,2685404
31,Male,High School,Lawyer,8,Mid-size,2166063
47,Male,High School,Teacher,23,Mid-size,944690
27,Male,Bachelors,Lawyer,6,Startup,2749025
58,Female,High School,Software Engineer,35,Mid-size,1652595
26,Female,Bachelors,Data Scientist,4,MNC,1650289
28,Male,High School,Accountant,6,Startup,1077149
51,Male,Masters,Data Scientist,30,MNC,4423402
54,Male,Masters,Data Scientist,32,MNC,5236241
51,Male,Bachelors,Doctor,30,MNC,8066191
22,Male,PhD,Data Scientist,0,Startup,1547026
46,Male,Masters,Data Scientist,25,MNC,3829776
24,Male,PhD,Lawyer,3,Startup,2828639
23,Female,High School,Teacher,2,Mid-size,377508
57,Female,PhD,Accountant,36,MNC,4891633
58,Male,High School,Software Engineer,36,MNC,2339635
32,Female,PhD,Accountant,9,Mid-size,2127267
55,Male,Masters,Teacher,34,Mid-size,1822933
33,Female,PhD,Software Engineer,12,Startup,1773357
36,Male,Bachelors,Software Engineer,14,Startup,1616520
52,Female,High School,Data Scientist,29,MNC,2581863
53,Female,Bachelors,Doctor,32,Startup,6158852
38,Male,Masters,Accountant,17,Startup,2879281
48,Male,Bachelors,Lawyer,27,Startup,4807866
38,Female,PhD,Accountant,17,Mid-size,3112383
49,Male,Bachelors,Accountant,28,Mid-size,2566244
23,Male,Bachelors,Teacher,2,Startup,465418
30,Female,Masters,Doctor,9,Startup,3762265
23,Female,PhD,Teacher,1,Mid-size,794259
34,Male,Bachelors,Teacher,13,MNC,983216
51,Female,High School,Lawyer,27,Mid-size,3453171
40,Male,Bachelors,Software Engineer,19,Mid-size,1729736
44,Female,Bachelors,Doctor,22,Mid-size,5825603
54,Male,PhD,Software Engineer,32,MNC,4102144
35,Male,High School,Doctor,11,Mid-size,3654174
38,Male,Masters,Teacher,15,Mid-size,1018050
33,Female,Masters,Doctor,10,Startup,3272922
57,Male,Masters,Doctor,34,MNC,9778339
47,Male,Bachelors,Lawyer,23,Mid-size,3956991
42,Female,PhD,Data Scientist,19,Mid-size,3777870
24,Female,PhD,Accountant,3,MNC,1836697
36,Female,High School,Doctor,15,MNC,3948482
25,Female,High School,Data Scientist,2,Startup,766917
44,Female,Masters,Doctor,22,Startup,5694225
52,Female,High School,Software Engineer,29,Startup,1309624
54,Female,Bachelors,Doctor,30,Startup,6358288
25,Female,Masters,Data Scientist,4,Startup,1379067
43,Male,Masters,Software Engineer,19,MNC,2775016
44,Male,PhD,Teacher,20,Startup,1593818
42,Male,Bachelors,Teacher,20,Startup,790479
45,Male,Masters,Accountant,22,MNC,3201801
40,Male,Bachelors,Teacher,18,Startup,662415
35,Male,PhD,Lawyer,11,MNC,4772068
33,Female,Bachelors,Software Engineer,10,Mid-size,1270898
54,Male,PhD,Accountant,33,Startup,3020625
52,Male,Bachelors,Teacher,31,MNC,1966581
31,Male,High School,Data Scientist,7,Mid-size,1073182
55,Female,PhD,Data Scientist,34,MNC,4396833
53,Female,PhD,Teacher,32,Mid-size,2510067
26,Male,Masters,Software Engineer,2,MNC,1324674
45,Male,PhD,Doctor,22,Startup,6253963
51,Male,Masters,Lawyer,27,Mid-size,5416566
25,Male,High School,Teacher,3,Startup,405245
22,Male,Bachelors,Teacher,0,Mid-size,495953
54,Male,Masters,Teacher,33,MNC,1962191
47,Female,Masters,Teacher,24,Startup,935384
33,Male,High School,Accountant,12,Startup,939674
37,Female,High School,Accountant,13,Startup,1109638
30,Female,Masters,Lawyer,9,Mid-size,2864772
42,Female,Masters,Software Engineer,19,Startup,1804015
54,Male,High School,Lawyer,30,Startup,3849311
41,Male,Masters,Data Scientist,17,Startup,1739501
46,Female,Bachelors,Data Scientist,25,Mid-size,2515439
50,Female,Bachelors,Software Engineer,28,Startup,1422228
25,Male,Bachelors,Software Engineer,3,MNC,1046877
39,Female,Masters,Software Engineer,17,Startup,2029975
38,Male,High School,Doctor,15,MNC,4172059
48,Male,Masters,Software Engineer,27,Mid-size,2049588
53,Female,Bachelors,Teacher,29,Startup,1279482
28,Male,PhD,Accountant,7,Mid-size,1612510
32,Male,PhD,Software Engineer,8,MNC,2246250
43,Female,High School,Accountant,21,MNC,1455497
35,Male,Bachelors,Doctor,14,Mid-size,4106552
37,Female,Bachelors,Lawyer,14,Startup,4233493
42,Male,Masters,Accountant,20,Mid-size,2639803
29,Male,Bachelors,Teacher,5,MNC,922517
22,Male,Masters,Doctor,0,Startup,2781635
37,Male,High School,Software Engineer,15,MNC,1498274
46,Male,PhD,Data Scientist,24,MNC,4806686
39,Male,Masters,Lawyer,17,Startup,5221737
39,Female,Bachelors,Lawyer,18,Startup,3310532
37,Female,High School,Accountant,14,MNC,1311820
46,Male,PhD,Software Engineer,22,Mid-size,2434481
50,Male,High School,Software Engineer,26,Mid-size,1528143
24,Female,Bachelors,Data Scientist,1,Mid-size,1073111
30,Male,Bachelors,Lawyer,9,Startup,2430786
48,Male,High School,Doctor,24,Startup,4621865
24,Male,Masters,Software Engineer,3,Mid-size,1057310
51,Male,Bachelors,Data Scientist,29,Mid-size,3043345
31,Male,Bachelors,Accountant,10,Startup,1081730
43,Male,High School,Software Engineer,19,MNC,1532701
30,Male,Bachelors,Accountant,6,Startup,1078754
43,Female,Bachelors,Teacher,20,MNC,1378330
38,Male,Bachelors,Teacher,14,Startup,1179806
28,Male,Masters,Doctor,5,Startup,4509812
38,Female,Masters,Lawyer,16,Mid-size,3571276
37,Female,PhD,Accountant,16,Startup,3013493
36,Male,High School,Lawyer,15,MNC,3989011
29,Male,High School,Software Engineer,6,Startup,844084
31,Male,High School,Accountant,8,Startup,763070
22,Female,Bachelors,Software Engineer,0,Mid-size,925282
24,Female,Masters,Software Engineer,3,Startup,639210
59,Female,PhD,Lawyer,35,Mid-size,9148436
57,Male,High School,Doctor,34,Mid-size,6414052
47,Male,PhD,Software Engineer,23,Mid-size,2434062
54,Male,High School,Teacher,33,Startup,1493630
35,Male,PhD,Data Scientist,11,MNC,3939192
40,Male,Bachelors,Accountant,17,MNC,1874529
31,Male,High School,Teacher,7,MNC,687597
34,Male,PhD,Data Scientist,11,MNC,3731532
53,Female,High School,Data Scientist,31,MNC,3060921
59,Female,PhD,Doctor,35,Mid-size,11959069
29,Female,High School,Lawyer,7,MNC,2556642
40,Male,Masters,Accountant,16,MNC,2413862
